tipo_doc;ano_doc;numero_doc;numero_termo;nome_responsavel;data_doc;data_pub;data_email_ar;dilacao;dilacao_dias;sei_doc;observacoes
Relatório de Inconsistências;2021;37;TCV/005/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;38;TCV/101/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;39;TCV/095/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;40;TCV/087/2012/SMPP/FUMCAD;Laís Vitória;03/08/2021;;;false;0;;
Relatório de Inconsistências;2021;41;TCV/039/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;42;TCV/013/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;43;TCV/105/2009/SMPP/FUMCAD;Luana Ramos;02/08/2021;;;false;0;;
Relatório de Inconsistências;2021;44;TCV/176/2010/SMPP/FUMCAD;Luana Ramos;28/07/2021;;;false;0;;
Relatório de Inconsistências;2021;45;TCV/055/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;46;TCV/203/2011/SMPP/FUMCAD;Luana Ramos;03/08/2021;;;false;0;;
Relatório de Inconsistências;2021;47;TCV/049/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;48;TCV/101/2016/SMDHC/FUMCAD;Laís Vitória;30/07/2021;;;false;0;;
Relatório de Inconsistências;2021;49;TCV/019/2011/SMPP/FUMCAD;Laís Vitória;28/07/2021;;;false;0;;
Relatório de Inconsistências;2021;50;TCV/095/2010/SMPP/FUMCAD;Laís Vitória;03/08/2021;;;false;0;;
Relatório de Inconsistências;2021;51;TCV/026/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;52;TCV/192/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;53;TCV/128/2009/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;55;TCV/074/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;56;TCV/072/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;57;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;58;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;59;TCV/037/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;60;TCV/036/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;61;TCV/027/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;62;TCV/022/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;63;TCV/088/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;64;TCV/227/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;65;TCV/029/2011/SMPP/FUMCAD;André Liberato;11/03/2021;;;false;0;;
Relatório de Inconsistências;2021;66;TCV/051/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;67;TCV/052/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;68;TCV/052/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;69;TCV/128/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;70;TCV/084/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;71;TCV/140/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;72;TCV/029/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;73;TCV/144/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;74;TCV/209/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;75;TCV/042/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;76;TCV/127/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;77;TCV/099/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;78;TCV/033/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;79;TCV/033/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;80;TCV/219/2011/SMPP/FUMCAD;-;;;;false;0;;Notif anterior
Relatório de Inconsistências;2021;81;TCV/024/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;82;TCV/082/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;83;TCV/174/2010/SMPP/FUMCAD;Leticia Lourenço;15/07/2021;;;false;0;;
Relatório de Inconsistências;2021;84;TCV/120/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;85;TCV/086/2014/SMDHC/FUMCAD;Lucas Castelani;19/07/2021;;;false;0;;
Relatório de Inconsistências;2021;86;TCV/070/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;87;TCV/024/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;88;TCV/031/2017/SMDHC/FUMCAD;Lucas Castelani;10/11/2021;;;false;0;;
Relatório de Inconsistências;2021;89;TCV/108/2012/SMPP/FUMCAD;Leticia Lourenço;22/07/2021;;;false;0;;
Relatório de Inconsistências;2021;90;TCV/013/2014/SMDHC/FUMCAD;Lucas Castelani;15/09/2021;;;false;0;;
Relatório de Inconsistências;2021;91;TCV/026/2017/SMDHC/FUMCAD;Leticia Lourenço;03/08/2021;;;false;0;;
Relatório de Inconsistências;2021;92;TCV/104/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;93;TCV/012/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;94;TCV/130/2015/SMDHC/FUMCAD;Leticia Lourenço;27/08/2021;;;false;0;;
Relatório de Inconsistências;2021;95;TCV/159/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;96;TCV/020/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;97;TCV/063/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;98;TCV/140/2011/SMPP/FUMCAD;Lucas Castelani;17/08/2021;;;false;0;;Encerrado
Relatório de Inconsistências;2021;99;TCV/044/2011/SMPP/FUMCAD;Leticia Lourenço;23/08/2021;;;false;0;;
Relatório de Inconsistências;2021;100;TCV/060/2013/SMDHC/FUMCAD;Lucas Castelani;03/08/2021;;;false;0;;Encerrado
Relatório de Inconsistências;2021;101;TCV/011/2010/SMPP/FUMCAD;Leticia Lourenço;09/08/2021;;;false;0;;
Relatório de Inconsistências;2021;102;TCV/067/2015/SMDHC/FUMCAD;Lucas Castelani;11/08/2021;;;false;0;;
Relatório de Inconsistências;2021;103;TCV/192/2010/SMPP/FUMCAD;Leticia Lourenço;04/08/2021;;;false;0;;
Relatório de Inconsistências;2021;104;TCV/005/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;105;TCV/007/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;106;TCV/021/2017/SMDHC/FUMCAD;Lucas Castelani;17/08/2021;11/08/2021;;false;0;;Encerrado
Relatório de Inconsistências;2021;107;TCV/046/2011/SMPP/FUMCAD;Lucas Castelani;27/08/2021;11/08/2021;;false;0;;Encerrado
Relatório de Inconsistências;2021;108;TCV/077/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;109;TCV/118/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;110;TCV/104/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;111;TCV/014/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;112;TCV/035/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;113;TCV/052/2015/SMDHC/FUMCAD;Lucas Castelani;27/08/2021;;;false;0;;
Relatório de Inconsistências;2021;114;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;115;TCV/022/2017/SMDHC/FUMCAD;Leticia Lourenço;24/08/2021;;;false;0;;
Relatório de Inconsistências;2021;116;TCV/074/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;117;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;118;TCV/131/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;119;TCV/019/2011/SMPP/FUMCAD;Laís Vitória;31/08/2021;;;false;0;;
Relatório de Inconsistências;2021;120;TCV/069/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;122;TCV/031/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;123;TCV/055/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;124;TCV/034/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;125;TCV/138/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;126;TCV/151/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;127;TCV/055/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;128;TCV/011/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;2;TCV/099/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;3;TCV/151/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;4;TCV/049/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;5;TCV/144/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;6;TCV/044/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;7;TCV/054/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;8;TCV/050/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;9;TCV/024/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;10;TCV/150/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;11;TCV/020/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;12;TCV/044/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;13;TCV/003/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;14;TCV/046/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;15;TCV/222/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;16;TCV/129/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;17;TCV/042/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;18;TCV/077/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;19;TCV/038/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;20;TCV/036/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;21;TCV/057/2009/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;22;TCV/021/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;23;TCV/057/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;24;TCV/054/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;25;TCV/067/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;26;TCV/111/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;27;TCV/043/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;28;TCV/013/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;29;TCV/013/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;30;TCV/039/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;31;TCV/039/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;32;TCV/013/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;33;TCV/033/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;34;TCV/047/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;35;TCV/073/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;36;TCV/111/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;37;TCV/005/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;38;TCV/101/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;39;TCV/095/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;40;TCV/087/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;41;TCV/039/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;42;TCV/013/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;43;TCV/105/2009/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;44;TCV/176/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;45;TCV/055/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;46;TCV/203/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;47;TCV/049/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;48;TCV/101/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;49;TCV/019/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;50;TCV/095/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;51;TCV/026/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;52;TCV/192/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;53;TCV/128/2009/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;55;TCV/074/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;56;TCV/072/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;57;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;58;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;59;TCV/037/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;60;TCV/036/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;61;TCV/027/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;62;TCV/022/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;63;TCV/088/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;64;TCV/227/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;65;TCV/029/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;66;TCV/051/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;67;TCV/052/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;68;TCV/052/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;69;TCV/128/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;70;TCV/084/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;71;TCV/140/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;72;TCV/029/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;73;TCV/144/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;74;TCV/209/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;75;TCV/042/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;76;TCV/127/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;77;TCV/099/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;78;TCV/033/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;79;TCV/033/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;80;TCV/219/2011/SMPP/FUMCAD;-;;;;false;0;;Notif anterior
Relatório de Devolução;2021;81;TCV/024/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;82;TCV/082/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;83;TCV/174/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;84;TCV/120/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;85;TCV/086/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;86;TCV/070/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;87;TCV/024/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;88;TCV/031/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;89;TCV/108/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;90;TCV/013/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;91;TCV/026/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;92;TCV/104/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;93;TCV/012/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;94;TCV/130/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;95;TCV/159/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;96;TCV/020/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;97;TCV/063/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;98;TCV/140/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;99;TCV/044/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;100;TCV/060/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;101;TCV/011/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;102;TCV/067/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;103;TCV/192/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;104;TCV/005/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;105;TCV/007/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;106;TCV/021/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;107;TCV/046/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;108;TCV/077/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;109;TCV/118/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;110;TCV/104/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;111;TCV/014/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;112;TCV/035/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;113;TCV/052/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;114;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;115;TCV/022/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;116;TCV/074/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;117;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;118;TCV/131/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;119;TCV/019/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;120;TCV/069/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;122;TCV/031/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;123;TCV/055/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2021;124;TCV/034/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2021;1;TCV/035/2015/SMDHC/FUMCAD;-;;;;false;0;;Complementar
Relatório de Inconsistências;2021;2;TCV/153/2010/SMPP/FUMCAD;Leticia Lourenço;23/07/2021;;;false;0;;Complementar
Relatório de Inconsistências;2021;3;TCV/009/2007/SEPP/FUMCAD;-;;;;false;0;;Complementar
Parecer de Encerramento;2021;1;TCV/081/2014/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;2;TCV/080/2014/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;3;TCV/007/2009/SMPP/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;4;TCV/066/2016/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;5;TCV/059/2016/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;6;TCV/085/2013/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;7;TCV/030/2013/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;8;TCV/083/2014/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;9;TCV/104/2015/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;10;TCV/035/2013/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;11;TCV/028/2016/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;12;TCV/091/2012/SMPP/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;13;TCV/085/2010/SMPP/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;14;TCV/162/2009/SMPP/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;15;TCV/027/2016/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;16;TCV/017/2014/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;17;TCV/090/2012/SMPP/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;18;TCV/119/2016/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;19;TCV/033/2013/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;20;TCV/049/2014/SMDHC/FUMCAD;-;;;;false;0;;
Parecer de Encerramento;2021;21;TCV/006/2017/SMDHC/FUMCAD;-;;;;false;0;;
